Student ID,Full Name,Arabic Name,Gender,Date of Birth,Nationality,ID Type,National ID,Iqama Number,Passport Number,Religion,Birth Place,Division,Grade,Section,Academic Year,Roll No.,Enrollment Type,Study Mode,Fee Category,Admission Date,Active,Father Name,Mother Name,Guardian Phone,Guardian Email,Address
,Tariq Ahmed,طارق أحمد,Male,2019-11-18,Egypt,Iqama,,2884549064,,Muslim,London,FRENCH,Grade 2,A,2024-25,815,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,John Ahmed,Sofia Ahmed,+966558949928,tariq.ahmed815@parent.com,"228 Al-Nuzha Street, Jeddah"
,Aryan Rahman,آريان رحمن,Male,2018-11-25,Syria,Iqama,,2463059319,,Muslim,Sanaa,FRENCH,Grade 3,A,2024-25,816,Transfer,Regular Mode,Transfer,2023-09-01,Yes,Kabir Rahman,Anaya Rahman,+966523190388,aryan.rahman816@parent.com,"279 Al-Nuzha Street, Jeddah"
,Mariam Brown,مريم براون,Female,2017-05-03,Sudan,Iqama,,2072112077,,Muslim,Amman,FRENCH,Grade 4,A,2024-25,817,Transfer,Online Mode,Transfer,2024-09-01,Yes,Tariq Brown,Olivia Brown,+966550369607,mariam.brown817@parent.com,"68 Al-Nuzha Street, Jeddah"
,Sophia Chen,سوفيا تشين,Female,2016-02-22,Egypt,Iqama,,2747016911,,Muslim,Khartoum,FRENCH,Grade 5,A,2024-25,818,Transfer,Online Mode,Transfer,2023-09-01,Yes,Aryan Chen,Sofia Chen,+966549006891,sophia.chen818@parent.com,"210 Al-Nuzha Street, Jeddah"
,Zain Hassan,زين حسن,Male,2015-04-12,Indonesia,Iqama,,2626669246,,Muslim,Cairo,FRENCH,Grade 6,A,2024-25,819,New Student,Seasonal Mode,New,2023-09-01,Yes,David Hassan,Khadija Hassan,+966509924844,zain.hassan819@parent.com,"50 Al-Nuzha Street, Jeddah"
,Saif Al-Hashemi,سيف الهاشمي,Male,2014-10-09,Saudi Arabia,National ID,1393467818,,,Non-Muslim,Madinah,FRENCH,Grade 7,A,2024-25,820,Transfer,Seasonal Mode,Transfer,2025-09-01,Yes,Ibrahim Al-Hashemi,Sara Al-Hashemi,+966553586064,saif.alhashemi820@parent.com,"25 Al-Nuzha Street, Jeddah"
,Tariq Gupta,طارق جوبتا,Male,2013-09-02,Egypt,Passport,,,NC4846129,Muslim,Cairo,FRENCH,Grade 8,A,2024-25,821,New Student,Seasonal Mode,New,2023-09-01,Yes,Yusuf Gupta,Zoe Gupta,+966532110715,tariq.gupta821@parent.com,"119 Al-Nuzha Street, Jeddah"
,Zain Patel,زين باتل,Male,2012-08-25,United States,Iqama,,2282009708,,Muslim,London,FRENCH,Grade 9,A,2024-25,822,Transfer,Online Mode,Transfer,2022-09-01,Yes,Tariq Patel,Saanvi Patel,+966526825010,zain.patel822@parent.com,"205 Al-Nuzha Street, Jeddah"
,Abdullah Al-Sulami,عبدالله السلمي,Male,2011-08-12,Saudi Arabia,National ID,1715969114,,,Non-Muslim,Khobar,FRENCH,Grade 10,A,2024-25,823,Regular (Continuing),Seasonal Mode,Regular,2024-09-01,Yes,Omar Al-Sulami,Dalal Al-Sulami,+966523052315,abdullah.alsulami823@parent.com,"144 Al-Nuzha Street, Jeddah"
,Khadija Mahmood,خديجة محمود,Female,2010-04-27,Egypt,Iqama,,2898010977,,Muslim,Dhaka,FRENCH,Grade 11,A,2024-25,824,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,Hassan Mahmood,Khadija Mahmood,+966583022837,khadija.mahmood824@parent.com,"264 Al-Nuzha Street, Jeddah"
,Zainab Habib,زينب حبيب,Female,2009-12-06,Pakistan,Iqama,,2271997321,,Muslim,Jakarta,FRENCH,Grade 12,A,2024-25,825,Transfer,Online Mode,Transfer,2024-09-01,Yes,Aryan Habib,Saanvi Habib,+966508904377,zainab.habib825@parent.com,"142 Al-Nuzha Street, Jeddah"
,John Mahmood,جون محمود,Male,2020-04-24,Yemen,Iqama,,2642683253,,Muslim,Mumbai,FRENCH,KG1,A,2024-25,826,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Faris Mahmood,Sadia Mahmood,+966573369959,john.mahmood826@parent.com,"103 Al-Nuzha Street, Jeddah"
,Mariam Patel,مريم باتل,Female,2019-11-03,Bangladesh,Iqama,,2075856153,,Muslim,London,FRENCH,KG2,A,2024-25,827,Transfer,Regular Mode,Transfer,2024-09-01,Yes,Ismail Patel,Sofia Patel,+966520224930,mariam.patel827@parent.com,"122 Al-Nuzha Street, Jeddah"
,Naif Al-Sabah,نايف الصباح,Male,2020-05-20,Saudi Arabia,National ID,1174501993,,,Muslim,Abha,FRENCH,Grade 1,A,2024-25,828,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,Ibrahim Al-Sabah,Shaden Al-Sabah,+966551222289,naif.alsabah828@parent.com,"216 Al-Nuzha Street, Jeddah"
,Aisha Al-Ghamdi,عائشة الغامدي,Female,2019-05-19,Saudi Arabia,National ID,1223202201,,,Muslim,Mecca,FRENCH,Grade 2,A,2024-25,829,Regular (Continuing),Seasonal Mode,Regular,2024-09-01,Yes,Saif Al-Ghamdi,Salma Al-Ghamdi,+966599328401,aisha.alghamdi829@parent.com,"77 Al-Nuzha Street, Jeddah"
,Latifa Al-Anazi,لطيفة العنزي,Female,2018-08-24,Saudi Arabia,National ID,1272956587,,,Muslim,Dammam,FRENCH,Grade 3,A,2024-25,830,Transfer,Regular Mode,Transfer,2025-09-01,Yes,Turki Al-Anazi,Dalal Al-Anazi,+966597610262,latifa.alanazi830@parent.com,"265 Al-Nuzha Street, Jeddah"
,Bader Al-Zahrani,بدر الزهراني,Male,2017-02-20,Saudi Arabia,National ID,1554175647,,,Non-Muslim,Abha,FRENCH,Grade 4,A,2024-25,831,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,Hamad Al-Zahrani,Aisha Al-Zahrani,+966579315159,bader.alzahrani831@parent.com,"268 Al-Nuzha Street, Jeddah"
,James Smith,جيمس سميث,Male,2016-10-05,India,Passport,,,LC1580594,Non-Muslim,New York,FRENCH,Grade 5,A,2024-25,832,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,James Smith,Sophia Smith,+966597567443,james.smith832@parent.com,"100 Al-Nuzha Street, Jeddah"
,Sultan Al-Shehri,سلطان الشهري,Male,2015-09-03,Saudi Arabia,National ID,1639399160,,,Muslim,Madinah,FRENCH,Grade 6,A,2024-25,833,Transfer,Online Mode,Transfer,2024-09-01,Yes,Ibrahim Al-Shehri,Amal Al-Shehri,+966554242290,sultan.alshehri833@parent.com,"161 Al-Nuzha Street, Jeddah"
,Maya Hussain,مايا حسين,Female,2014-07-14,Pakistan,Iqama,,2276905677,,Muslim,Jakarta,FRENCH,Grade 7,A,2024-25,834,Regular (Continuing),Online Mode,Regular,2024-09-01,Yes,Mustafa Hussain,Khadija Hussain,+966594324749,maya.hussain834@parent.com,"272 Al-Nuzha Street, Jeddah"
,Ali Al-Dosari,علي الدوسري,Male,2013-05-18,Saudi Arabia,National ID,1504421537,,,Muslim,Madinah,FRENCH,Grade 8,A,2024-25,835,New Student,Online Mode,New,2023-09-01,Yes,Sultan Al-Dosari,Asma Al-Dosari,+966563801785,ali.aldosari835@parent.com,"132 Al-Nuzha Street, Jeddah"
,Asma Al-Otaibi,أسماء العتيبي,Female,2012-05-03,Saudi Arabia,National ID,1457280797,,,Muslim,Mecca,FRENCH,Grade 9,A,2024-25,836,New Student,Online Mode,New,2023-09-01,Yes,Faisal Al-Otaibi,Fatima Al-Otaibi,+966520864721,asma.alotaibi836@parent.com,"168 Al-Nuzha Street, Jeddah"
,Salman Al-Tamimi,سلمان التميمي,Male,2011-01-27,Saudi Arabia,National ID,1647159566,,,Muslim,Khobar,FRENCH,Grade 10,A,2024-25,837,Regular (Continuing),Online Mode,Regular,2022-09-01,Yes,Turki Al-Tamimi,Wafa Al-Tamimi,+966508361036,salman.altamimi837@parent.com,"85 Al-Nuzha Street, Jeddah"
,Sofia Siddiqui,صوفيا صديقي,Female,2010-02-12,Jordan,Iqama,,2455791200,,Muslim,Amman,FRENCH,Grade 11,A,2024-25,838,Regular (Continuing),Online Mode,Regular,2022-09-01,Yes,Bilal Siddiqui,Zainab Siddiqui,+966534657937,sofia.siddiqui838@parent.com,"62 Al-Nuzha Street, Jeddah"
,Mustafa Smith,مصطفى سميث,Male,2009-10-26,Sudan,Iqama,,2434487706,,Muslim,London,FRENCH,Grade 12,A,2024-25,839,New Student,Online Mode,New,2022-09-01,Yes,Imran Smith,Anvi Smith,+966537470623,mustafa.smith839@parent.com,"280 Al-Nuzha Street, Jeddah"
,Aliya Wang,عالية وانج,Female,2020-06-05,Pakistan,Iqama,,2643755177,,Muslim,Sanaa,FRENCH,KG1,A,2024-25,840,Regular (Continuing),Regular Mode,Regular,2022-09-01,Yes,Rohan Wang,Anika Wang,+966505543323,aliya.wang840@parent.com,"69 Al-Nuzha Street, Jeddah"
,Priya Ali,بريا علي,Female,2019-12-07,Philippines,Iqama,,2820083490,,Muslim,Sanaa,FRENCH,KG2,A,2024-25,841,Transfer,Online Mode,Transfer,2023-09-01,Yes,Aryan Ali,Saanvi Ali,+966565242643,priya.ali841@parent.com,"120 Al-Nuzha Street, Jeddah"
,Imran Habib,عمران حبيب,Male,2020-08-02,India,Iqama,,2075919965,,Muslim,Khartoum,FRENCH,Grade 1,A,2024-25,842,Transfer,Seasonal Mode,Transfer,2024-09-01,Yes,Zayn Habib,Anika Habib,+966500881097,imran.habib842@parent.com,"246 Al-Nuzha Street, Jeddah"
,Adam Mansoor,آدم منصور,Male,2019-08-11,India,Passport,,,DK5752665,Muslim,Mumbai,FRENCH,Grade 2,A,2024-25,843,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Vihaan Mansoor,Priya Mansoor,+966550023594,adam.mansoor843@parent.com,"107 Al-Nuzha Street, Jeddah"
,Renad Al-Anazi,رناد العنزي,Female,2018-06-08,Saudi Arabia,National ID,1929523261,,,Muslim,Abha,FRENCH,Grade 3,A,2024-25,844,Regular (Continuing),Seasonal Mode,Regular,2024-09-01,Yes,Turki Al-Anazi,Mariam Al-Anazi,+966519530617,renad.alanazi844@parent.com,"136 Al-Nuzha Street, Jeddah"
,Mariam Habib,مريم حبيب,Female,2017-09-20,Indonesia,Iqama,,2109382038,,Muslim,Mumbai,FRENCH,Grade 4,A,2024-25,845,New Student,Seasonal Mode,New,2022-09-01,Yes,Hamza Habib,Zainab Habib,+966599134928,mariam.habib845@parent.com,"31 Al-Nuzha Street, Jeddah"
,Sofia Sheikh,صوفيا شيخ,Female,2016-10-04,United Kingdom,Iqama,,2735224681,,Non-Muslim,Karachi,FRENCH,Grade 5,A,2024-25,846,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Daniel Sheikh,Riya Sheikh,+966549875220,sofia.sheikh846@parent.com,"121 Al-Nuzha Street, Jeddah"
,Layla Al-Maliki,ليلى المالكي,Female,2015-03-10,Saudi Arabia,National ID,1646097893,,,Non-Muslim,Jeddah,FRENCH,Grade 6,A,2024-25,847,Transfer,Seasonal Mode,Transfer,2024-09-01,Yes,Bandar Al-Maliki,Hessa Al-Maliki,+966567971040,layla.almaliki847@parent.com,"81 Al-Nuzha Street, Jeddah"
,Zain Saleh,زين صالح,Male,2014-04-16,Syria,Iqama,,2125689301,,Muslim,Amman,FRENCH,Grade 7,A,2024-25,848,New Student,Seasonal Mode,New,2024-09-01,Yes,Junaid Saleh,Sofia Saleh,+966590347351,zain.saleh848@parent.com,"235 Al-Nuzha Street, Jeddah"
,Sofia Saleh,صوفيا صالح,Female,2013-12-15,Bangladesh,Iqama,,2402219408,,Muslim,Dhaka,FRENCH,Grade 8,A,2024-25,849,Regular (Continuing),Online Mode,Regular,2024-09-01,Yes,Ismail Saleh,Fatima Saleh,+966543124144,sofia.saleh849@parent.com,"253 Al-Nuzha Street, Jeddah"
,Norah Al-Fayez,نورة الفايز,Female,2012-05-24,Saudi Arabia,National ID,1240180633,,,Muslim,Buraidah,FRENCH,Grade 9,A,2024-25,850,New Student,Regular Mode,New,2024-09-01,Yes,Saud Al-Fayez,Aljawhara Al-Fayez,+966590692175,norah.alfayez850@parent.com,"225 Al-Nuzha Street, Jeddah"
,Hessa Al-Fayez,حصة الفايز,Female,2011-12-22,Saudi Arabia,National ID,1050174736,,,Muslim,Riyadh,FRENCH,Grade 10,A,2024-25,851,New Student,Seasonal Mode,New,2025-09-01,Yes,Talal Al-Fayez,Aljawhara Al-Fayez,+966566703195,hessa.alfayez851@parent.com,"232 Al-Nuzha Street, Jeddah"
,Faisal Al-Ghamdi,فيصل الغامدي,Male,2010-02-03,Saudi Arabia,National ID,1916517958,,,Muslim,Khobar,FRENCH,Grade 11,A,2024-25,852,Regular (Continuing),Seasonal Mode,Regular,2024-09-01,Yes,Khalid Al-Ghamdi,Renad Al-Ghamdi,+966512113769,faisal.alghamdi852@parent.com,"271 Al-Nuzha Street, Jeddah"
,Hamad Al-Maliki,حمد المالكي,Male,2009-09-12,Saudi Arabia,National ID,1358007182,,,Muslim,Madinah,FRENCH,Grade 12,A,2024-25,853,New Student,Regular Mode,New,2024-09-01,Yes,Anas Al-Maliki,Latifa Al-Maliki,+966511045387,hamad.almaliki853@parent.com,"44 Al-Nuzha Street, Jeddah"
,Imran Ahmed,عمران أحمد,Male,2020-09-04,Sudan,Iqama,,2552834256,,Muslim,Jakarta,FRENCH,KG1,A,2024-25,854,New Student,Seasonal Mode,New,2025-09-01,Yes,John Ahmed,Sadia Ahmed,+966518656987,imran.ahmed854@parent.com,"180 Al-Nuzha Street, Jeddah"
,Zoe Wang,زوي وانج,Female,2019-04-26,Pakistan,Iqama,,2813143122,,Muslim,Damascus,FRENCH,KG2,A,2024-25,855,Regular (Continuing),Regular Mode,Regular,2023-09-01,Yes,Hamza Wang,Khadija Wang,+966587165143,zoe.wang855@parent.com,"114 Al-Nuzha Street, Jeddah"
,Vihaan Shaikh,فيهان شيخ,Male,2020-07-28,Jordan,Iqama,,2192630427,,Muslim,Sanaa,FRENCH,Grade 1,A,2024-25,856,New Student,Regular Mode,New,2025-09-01,Yes,Tariq Shaikh,Riya Shaikh,+966552620058,vihaan.shaikh856@parent.com,"148 Al-Nuzha Street, Jeddah"
,Hira Ahmed,هيرا أحمد,Female,2019-08-15,Bangladesh,Iqama,,2533280035,,Muslim,Karachi,FRENCH,Grade 2,A,2024-25,857,New Student,Online Mode,New,2025-09-01,Yes,Ahmed Ahmed,Sadia Ahmed,+966501279422,hira.ahmed857@parent.com,"34 Al-Nuzha Street, Jeddah"
,Priya Hussain,بريا حسين,Female,2018-03-03,India,Iqama,,2163371879,,Muslim,London,FRENCH,Grade 3,A,2024-25,858,Regular (Continuing),Regular Mode,Regular,2024-09-01,Yes,Adam Hussain,Anvi Hussain,+966518181242,priya.hussain858@parent.com,"251 Al-Nuzha Street, Jeddah"
,Tala Al-Hashemi,تالا الهاشمي,Female,2017-03-01,Saudi Arabia,National ID,1234555570,,,Muslim,Tabuk,FRENCH,Grade 4,A,2024-25,859,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Adel Al-Hashemi,Renad Al-Hashemi,+966564080849,tala.alhashemi859@parent.com,"251 Al-Nuzha Street, Jeddah"
,Salma Al-Mutairi,سلمى المطيري,Female,2016-10-17,Saudi Arabia,National ID,1147272240,,,Non-Muslim,Riyadh,FRENCH,Grade 5,A,2024-25,860,Regular (Continuing),Online Mode,Regular,2023-09-01,Yes,Faisal Al-Mutairi,Dana Al-Mutairi,+966567959728,salma.almutairi860@parent.com,"22 Al-Nuzha Street, Jeddah"
,Zayn Sharma,زين شارما,Male,2015-07-04,Indonesia,Iqama,,2659699724,,Non-Muslim,Manila,FRENCH,Grade 6,A,2024-25,861,Transfer,Online Mode,Transfer,2022-09-01,Yes,Mustafa Sharma,Khadija Sharma,+966570055376,zayn.sharma861@parent.com,"124 Al-Nuzha Street, Jeddah"
,Zayn Singh,زين سينغ,Male,2014-12-11,United Kingdom,Iqama,,2073925897,,Muslim,London,FRENCH,Grade 7,A,2024-25,862,Transfer,Seasonal Mode,Transfer,2022-09-01,Yes,Aryan Singh,Nour Singh,+966550142821,zayn.singh862@parent.com,"263 Al-Nuzha Street, Jeddah"
,Hamad Al-Rashid,حمد الراشد,Male,2013-02-10,Saudi Arabia,National ID,1260977772,,,Muslim,Madinah,FRENCH,Grade 8,A,2024-25,863,Regular (Continuing),Regular Mode,Regular,2023-09-01,Yes,Sultan Al-Rashid,Dalal Al-Rashid,+966587850872,hamad.alrashid863@parent.com,"7 Al-Nuzha Street, Jeddah"
,Hessa Al-Anazi,حصة العنزي,Female,2012-02-09,Saudi Arabia,National ID,1430520731,,,Muslim,Jeddah,FRENCH,Grade 9,A,2024-25,864,Transfer,Seasonal Mode,Transfer,2024-09-01,Yes,Omar Al-Anazi,Amal Al-Anazi,+966594318187,hessa.alanazi864@parent.com,"227 Al-Nuzha Street, Jeddah"
,Turki Al-Hussein,تركي الحسين,Male,2011-01-14,Saudi Arabia,National ID,1506662420,,,Muslim,Buraidah,FRENCH,Grade 10,A,2024-25,865,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Ammar Al-Hussein,Ghada Al-Hussein,+966504225277,turki.alhussein865@parent.com,"81 Al-Nuzha Street, Jeddah"
,Olivia Smith,أوليفيا سميث,Female,2010-08-07,Yemen,Iqama,,2913348977,,Muslim,London,FRENCH,Grade 11,A,2024-25,866,Regular (Continuing),Online Mode,Regular,2024-09-01,Yes,Hamza Smith,Diya Smith,+966595893348,olivia.smith866@parent.com,"35 Al-Nuzha Street, Jeddah"
,Reem Al-Zahrani,ريم الزهراني,Female,2009-11-01,Saudi Arabia,National ID,1529131306,,,Muslim,Buraidah,FRENCH,Grade 12,A,2024-25,867,Regular (Continuing),Regular Mode,Regular,2022-09-01,Yes,Saud Al-Zahrani,Raghad Al-Zahrani,+966526447229,reem.alzahrani867@parent.com,"198 Al-Nuzha Street, Jeddah"
,Anvi Wang,أنفي وانج,Female,2020-06-13,Sudan,Iqama,,2063798218,,Muslim,Manila,FRENCH,KG1,A,2024-25,868,Regular (Continuing),Online Mode,Regular,2022-09-01,Yes,Hamza Wang,Zainab Wang,+966586558265,anvi.wang868@parent.com,"168 Al-Nuzha Street, Jeddah"
,Sultan Al-Yamani,سلطان اليماني,Male,2019-12-20,Saudi Arabia,National ID,1960929475,,,Muslim,Dammam,FRENCH,KG2,A,2024-25,869,Transfer,Regular Mode,Transfer,2023-09-01,Yes,Hatim Al-Yamani,Shaden Al-Yamani,+966597459613,sultan.alyamani869@parent.com,"208 Al-Nuzha Street, Jeddah"
,Ali Al-Tamimi,علي التميمي,Male,2020-11-02,Saudi Arabia,National ID,1879168008,,,Muslim,Buraidah,FRENCH,Grade 1,A,2024-25,870,Regular (Continuing),Regular Mode,Regular,2024-09-01,Yes,Ziyad Al-Tamimi,Lujain Al-Tamimi,+966553463320,ali.altamimi870@parent.com,"78 Al-Nuzha Street, Jeddah"
,Emma Habib,إيما حبيب,Female,2019-08-23,Sudan,Iqama,,2110941649,,Non-Muslim,Khartoum,FRENCH,Grade 2,A,2024-25,871,Transfer,Online Mode,Transfer,2024-09-01,Yes,John Habib,Maya Habib,+966570209573,emma.habib871@parent.com,"178 Al-Nuzha Street, Jeddah"
,Manal Al-Fayez,منال الفايز,Female,2018-07-10,Saudi Arabia,National ID,1965984476,,,Muslim,Mecca,FRENCH,Grade 3,A,2024-25,872,New Student,Regular Mode,New,2025-09-01,Yes,Nawaf Al-Fayez,Layla Al-Fayez,+966535200426,manal.alfayez872@parent.com,"67 Al-Nuzha Street, Jeddah"
,Abdullah Al-Sabah,عبدالله الصباح,Male,2017-07-14,Saudi Arabia,National ID,1232840330,,,Muslim,Mecca,FRENCH,Grade 4,A,2024-25,873,Regular (Continuing),Regular Mode,Regular,2025-09-01,Yes,Mohammed Al-Sabah,Shaden Al-Sabah,+966564232455,abdullah.alsabah873@parent.com,"232 Al-Nuzha Street, Jeddah"
,Aisha Khan,عائشة خان,Female,2016-06-24,Philippines,Passport,,,ME4593650,Muslim,Damascus,FRENCH,Grade 5,A,2024-25,874,Transfer,Seasonal Mode,Transfer,2022-09-01,Yes,John Khan,Sana Khan,+966564678336,aisha.khan874@parent.com,"154 Al-Nuzha Street, Jeddah"
,Shaden Al-Maliki,شادن المالكي,Female,2015-01-11,Saudi Arabia,National ID,1617148215,,,Muslim,Mecca,FRENCH,Grade 6,A,2024-25,875,Transfer,Regular Mode,Transfer,2023-09-01,Yes,Bader Al-Maliki,Salma Al-Maliki,+966578560844,shaden.almaliki875@parent.com,"56 Al-Nuzha Street, Jeddah"
,Adel Al-Saud,عادل آل سعود,Male,2014-10-01,Saudi Arabia,National ID,1799461617,,,Muslim,Mecca,FRENCH,Grade 7,A,2024-25,876,New Student,Seasonal Mode,New,2024-09-01,Yes,Yousef Al-Saud,Dana Al-Saud,+966597009640,adel.alsaud876@parent.com,"197 Al-Nuzha Street, Jeddah"
,Ziyad Al-Zahrani,زياد الزهراني,Male,2013-04-05,Saudi Arabia,National ID,1864324018,,,Muslim,Khobar,FRENCH,Grade 8,A,2024-25,877,Regular (Continuing),Seasonal Mode,Regular,2024-09-01,Yes,Ammar Al-Zahrani,Wafa Al-Zahrani,+966524653679,ziyad.alzahrani877@parent.com,"193 Al-Nuzha Street, Jeddah"
,Hamad Al-Sulami,حمد السلمي,Male,2012-01-15,Saudi Arabia,National ID,1121512424,,,Non-Muslim,Riyadh,FRENCH,Grade 9,A,2024-25,878,Transfer,Online Mode,Transfer,2025-09-01,Yes,Sultan Al-Sulami,Noura Al-Sulami,+966591447029,hamad.alsulami878@parent.com,"291 Al-Nuzha Street, Jeddah"
,Wafa Al-Shehri,وفاء الشهري,Female,2011-10-04,Saudi Arabia,National ID,1115463601,,,Muslim,Abha,FRENCH,Grade 10,A,2024-25,879,Regular (Continuing),Seasonal Mode,Regular,2025-09-01,Yes,Anas Al-Shehri,Raghad Al-Shehri,+966518035731,wafa.alshehri879@parent.com,"22 Al-Nuzha Street, Jeddah"
,Sana Chen,سناء تشين,Female,2010-10-07,Egypt,Iqama,,2142952005,,Muslim,New York,FRENCH,Grade 11,A,2024-25,880,Regular (Continuing),Online Mode,Regular,2023-09-01,Yes,Kabir Chen,Khadija Chen,+966519269412,sana.chen880@parent.com,"140 Al-Nuzha Street, Jeddah"
,Hatim Al-Fayez,حاتم الفايز,Male,2009-11-20,Saudi Arabia,National ID,1652660715,,,Non-Muslim,Abha,FRENCH,Grade 12,A,2024-25,881,New Student,Online Mode,New,2022-09-01,Yes,Bader Al-Fayez,Wafa Al-Fayez,+966541968494,hatim.alfayez881@parent.com,"167 Al-Nuzha Street, Jeddah"
,Diya Wang,ديا وانج,Female,2020-07-03,India,Passport,,,CF9691432,Muslim,London,FRENCH,KG1,A,2024-25,882,New Student,Regular Mode,New,2023-09-01,Yes,Tariq Wang,Emma Wang,+966579330647,diya.wang882@parent.com,"5 Al-Nuzha Street, Jeddah"
,Faisal Al-Sudais,فيصل السديس,Male,2019-09-08,Saudi Arabia,National ID,1912581932,,,Non-Muslim,Madinah,FRENCH,KG2,A,2024-25,883,Regular (Continuing),Online Mode,Regular,2022-09-01,Yes,Saif Al-Sudais,Aisha Al-Sudais,+966528432088,faisal.alsudais883@parent.com,"32 Al-Nuzha Street, Jeddah"
,Reem Al-Sabah,ريم الصباح,Female,2020-03-21,Saudi Arabia,National ID,1699226850,,,Muslim,Buraidah,FRENCH,Grade 1,A,2024-25,884,Regular (Continuing),Online Mode,Regular,2024-09-01,Yes,Saud Al-Sabah,Sara Al-Sabah,+966546910205,reem.alsabah884@parent.com,"235 Al-Nuzha Street, Jeddah"
,Naif Al-Anazi,نايف العنزي,Male,2019-09-04,Saudi Arabia,National ID,1677959277,,,Muslim,Jeddah,FRENCH,Grade 2,A,2024-25,885,Transfer,Seasonal Mode,Transfer,2024-09-01,Yes,Ammar Al-Anazi,Ghada Al-Anazi,+966560859091,naif.alanazi885@parent.com,"46 Al-Nuzha Street, Jeddah"
,Zain Chen,زين تشين,Male,2018-08-03,Jordan,Iqama,,2731697145,,Muslim,Cairo,FRENCH,Grade 3,A,2024-25,886,Transfer,Seasonal Mode,Transfer,2022-09-01,Yes,Rohan Chen,Mariam Chen,+966589305976,zain.chen886@parent.com,"140 Al-Nuzha Street, Jeddah"
,Zain Hussain,زين حسين,Male,2017-11-05,Philippines,Passport,,,LB7030976,Muslim,Mumbai,FRENCH,Grade 4,A,2024-25,887,Regular (Continuing),Seasonal Mode,Regular,2023-09-01,Yes,Zayn Hussain,Sadia Hussain,+966545253889,zain.hussain887@parent.com,"141 Al-Nuzha Street, Jeddah"
,Raed Al-Sulami,رائد السلمي,Male,2016-05-06,Saudi Arabia,National ID,1290929625,,,Muslim,Riyadh,FRENCH,Grade 5,A,2024-25,888,Regular (Continuing),Seasonal Mode,Regular,2022-09-01,Yes,Raed Al-Sulami,Wafa Al-Sulami,+966516584365,raed.alsulami888@parent.com,"53 Al-Nuzha Street, Jeddah"
,Renad Al-Sabah,رناد الصباح,Female,2015-07-09,Saudi Arabia,National ID,1431319056,,,Non-Muslim,Buraidah,FRENCH,Grade 6,A,2024-25,889,New Student,Online Mode,New,2023-09-01,Yes,Ali Al-Sabah,Sara Al-Sabah,+966583059759,renad.alsabah889@parent.com,"274 Al-Nuzha Street, Jeddah"
,Wafa Al-Tamimi,وفاء التميمي,Female,2014-05-27,Saudi Arabia,National ID,1108349153,,,Muslim,Tabuk,FRENCH,Grade 7,A,2024-25,890,Regular (Continuing),Seasonal Mode,Regular,2024-09-01,Yes,Majed Al-Tamimi,Amal Al-Tamimi,+966569867062,wafa.altamimi890@parent.com,"13 Al-Nuzha Street, Jeddah"
,Norah Al-Fayez,نورة الفايز,Female,2013-01-17,Saudi Arabia,National ID,1380983765,,,Muslim,Khobar,FRENCH,Grade 8,A,2024-25,891,New Student,Online Mode,New,2023-09-01,Yes,Abdullah Al-Fayez,Aljawhara Al-Fayez,+966589793917,norah.alfayez891@parent.com,"28 Al-Nuzha Street, Jeddah"
,Ziyad Al-Hussein,زياد الحسين,Male,2012-06-12,Saudi Arabia,National ID,1768540821,,,Muslim,Buraidah,FRENCH,Grade 9,A,2024-25,892,Transfer,Regular Mode,Transfer,2025-09-01,Yes,Waleed Al-Hussein,Latifa Al-Hussein,+966586696046,ziyad.alhussein892@parent.com,"125 Al-Nuzha Street, Jeddah"
,Mustafa Khan,مصطفى خان,Male,2011-11-23,United Kingdom,Iqama,,2350001459,,Muslim,New York,FRENCH,Grade 10,A,2024-25,893,New Student,Online Mode,New,2023-09-01,Yes,Yusuf Khan,Fatima Khan,+966552522897,mustafa.khan893@parent.com,"63 Al-Nuzha Street, Jeddah"
,Maya Malik,مايا مالك,Female,2010-10-07,United Kingdom,Passport,,,FG5378163,Muslim,Khartoum,FRENCH,Grade 11,A,2024-25,894,Regular (Continuing),Seasonal Mode,Regular,2024-09-01,Yes,Michael Malik,Emma Malik,+966522331175,maya.malik894@parent.com,"16 Al-Nuzha Street, Jeddah"
